loss,accuracy,lr
0.925257201603276,0.5891783833503723,0.0010000000474974513
0.4428139947698207,0.797595202922821,0.0010000000474974513
0.4100939666102071,0.8036072254180908,0.0010000000474974513
0.40252877249268587,0.8076152205467224,0.0010000000474974513
0.3954440508791822,0.797595202922821,0.0010000000474974513
0.38821870918742163,0.8116232752799988,0.0010000000474974513
0.3999562284989443,0.7895791530609131,0.0010000000474974513
0.3767259867492324,0.8176352977752686,0.0010000000474974513
0.37479083266908036,0.819639265537262,0.0010000000474974513
0.36927369063746235,0.8376753330230713,0.0010000000474974513
0.3717938235145294,0.819639265537262,0.0010000000474974513
0.34846655734794174,0.8256512880325317,0.0010000000474974513
0.35708208552343335,0.8156312704086304,0.0010000000474974513
0.3552272304265437,0.8336673378944397,0.0010000000474974513
0.34947338079163925,0.8236473202705383,0.0010000000474974513
0.33789310139979056,0.8176352977752686,0.0010000000474974513
0.31464796440157,0.8296593427658081,0.0010000000474974513
0.2861114631076614,0.8637274503707886,0.0010000000474974513
0.26462898682616276,0.8717435002326965,0.0010000000474974513
0.2407937862710628,0.8857715725898743,0.0010000000474974513
0.2282885726324781,0.8897795677185059,0.0010000000474974513
0.219405906592199,0.8957915902137756,0.0010000000474974513
0.17143819605061908,0.9338677525520325,0.0010000000474974513
0.155814749474277,0.945891797542572,0.0010000000474974513
0.1353185397828509,0.9478957653045654,0.0010000000474974513
0.16126270872915913,0.9258517026901245,0.0010000000474974513
0.13086767703712823,0.9438877701759338,0.0010000000474974513
0.13877189446068958,0.9258517026901245,0.0010000000474974513
0.1270092803992346,0.9438877701759338,0.0010000000474974513
0.10703417010799439,0.9438877701759338,0.0010000000474974513
0.08606247721848363,0.9699398875236511,0.0010000000474974513
0.09354460435006805,0.9559118151664734,0.0010000000474974513
0.09976417766902633,0.9498997926712036,0.0010000000474974513
0.08127218827545524,0.959919810295105,0.0010000000474974513
0.0720485248164328,0.9659318923950195,0.0010000000474974513
0.06270691672552803,0.9739478826522827,0.0010000000474974513
0.09566326688728734,0.959919810295105,0.0010000000474974513
0.09793194617799862,0.959919810295105,0.0010000000474974513
0.13043005648022424,0.9438877701759338,0.0010000000474974513
