loss,accuracy,lr
0.5311408837510723,0.7256637215614319,0.0010000000474974513
0.39992038052241813,0.8040454983711243,0.0010000000474974513
0.38438185729208846,0.8078382015228271,0.0010000000474974513
0.3766058348825698,0.8255373239517212,0.0010000000474974513
0.3693044117631864,0.8230088353157043,0.0010000000474974513
0.36515787258913784,0.8268015384674072,0.0010000000474974513
0.3544893536419995,0.8343868255615234,0.0010000000474974513
0.349213011647597,0.8356510996818542,0.0010000000474974513
0.3344618668108613,0.8381795287132263,0.0010000000474974513
0.32810388172019445,0.8318583965301514,0.0010000000474974513
0.3274006793080027,0.8508217334747314,0.0010000000474974513
0.31791264721099405,0.8495575189590454,0.0010000000474974513
0.2862540764166643,0.8659924268722534,0.0010000000474974513
0.2711089499643268,0.8798988461494446,0.0010000000474974513
0.21565217331673492,0.9001263976097107,0.0010000000474974513
0.24070652147611385,0.8723134994506836,0.0010000000474974513
0.24575384083650206,0.8748419880867004,0.0010000000474974513
0.24135006167343082,0.8912768363952637,0.0010000000474974513
0.21517279325936145,0.9077117443084717,0.0010000000474974513
0.3252644653605149,0.8381795287132263,0.0010000000474974513
0.20518315574990212,0.9127686619758606,0.0010000000474974513
0.16324858561478434,0.9329962134361267,0.0010000000474974513
0.18692297398968682,0.9190897345542908,0.0010000000474974513
0.13783269174933885,0.9456384181976318,0.0010000000474974513
0.11201937153803564,0.9532237648963928,0.0010000000474974513
0.1084977655887001,0.9557521939277649,0.0010000000474974513
0.0855026352778548,0.965865969657898,0.0010000000474974513
0.09666021486600641,0.9620733261108398,0.0010000000474974513
0.08039368624067789,0.9721871018409729,0.0010000000474974513
0.0778603697791413,0.9646017551422119,0.0010000000474974513
0.0741039442155138,0.9721871018409729,0.0010000000474974513
0.06150397835428886,0.982300877571106,0.0010000000474974513
0.12056395317299477,0.9469026327133179,0.0010000000474974513
0.2709595304825514,0.8748419880867004,0.0010000000474974513
0.17325500539220237,0.9254108667373657,0.0010000000474974513
0.1839085678686535,0.9089759588241577,0.0010000000474974513
0.1280388844902386,0.9418457746505737,0.0010000000474974513
0.08060601921622582,0.9734513163566589,0.0010000000474974513
0.0863919465528276,0.9696586728096008,0.0010000000474974513
0.13665796006298547,0.9355246424674988,0.0010000000474974513
0.10452410519386815,0.9608091115951538,0.0010000000474974513
0.0890122200591977,0.9608091115951538,0.0010000000474974513
0.0660944288094939,0.9772440195083618,0.0010000000474974513
0.060363547859993656,0.9810366630554199,0.0010000000474974513
0.05015127013252598,0.983565092086792,0.0010000000474974513
0.039242104291633315,0.9860935807228088,0.0010000000474974513
0.031465325959017396,0.9898862242698669,0.0010000000474974513
0.03553027345053616,0.9860935807228088,0.0010000000474974513
0.041846933749924715,0.9860935807228088,0.0010000000474974513
0.0355170300764923,0.9860935807228088,0.0010000000474974513
0.04943973364781791,0.984829306602478,0.0010000000474974513
