loss,accuracy,lr
0.6729875671863556,0.7200000286102295,0.0010000000474974513
0.5718618726730347,0.7250000238418579,0.0010000000474974513
0.5612692737579346,0.7149999737739563,0.0010000000474974513
0.5042743682861328,0.7350000143051147,0.0010000000474974513
0.42810365438461306,0.8299999833106995,0.0010000000474974513
0.4483769905567169,0.8149999976158142,0.0010000000474974513
0.4174334192276001,0.8149999976158142,0.0010000000474974513
0.4158580493927002,0.8199999928474426,0.0010000000474974513
0.40610485553741454,0.8299999833106995,0.0010000000474974513
0.3791723418235779,0.8450000286102295,0.0010000000474974513
0.3605239152908325,0.8399999737739563,0.0010000000474974513
0.3469390642642975,0.8450000286102295,0.0010000000474974513
0.2877287673950195,0.8999999761581421,0.0010000000474974513
0.3320466148853302,0.8550000190734863,0.0010000000474974513
0.2838893222808838,0.9100000262260437,0.0010000000474974513
0.35133101463317873,0.8500000238418579,0.0010000000474974513
0.36657531261444093,0.8700000047683716,0.0010000000474974513
0.30855880498886107,0.8849999904632568,0.0010000000474974513
0.3215269446372986,0.8550000190734863,0.0010000000474974513
0.32065337121486664,0.8600000143051147,0.0010000000474974513
0.28716789484024047,0.8899999856948853,0.0010000000474974513
0.27154941380023956,0.9049999713897705,0.0010000000474974513
0.24556814551353454,0.9049999713897705,0.0010000000474974513
0.20747208833694458,0.9350000023841858,0.0010000000474974513
0.19203487515449524,0.9350000023841858,0.0010000000474974513
0.18242959678173065,0.9399999976158142,0.0010000000474974513
0.22182498931884764,0.9350000023841858,0.0010000000474974513
0.230804443359375,0.9150000214576721,0.0010000000474974513
0.30471768736839294,0.8650000095367432,0.0010000000474974513
0.23111781239509582,0.8999999761581421,0.0010000000474974513
0.21452782690525055,0.9350000023841858,0.0010000000474974513
0.24580613255500794,0.9200000166893005,0.0010000000474974513
0.15797115713357926,0.9549999833106995,0.0010000000474974513
0.16213799953460695,0.9599999785423279,0.0010000000474974513
0.1113444983959198,0.9700000286102295,0.0010000000474974513
0.09828806549310684,0.9800000190734863,0.0010000000474974513
0.09432049691677094,0.9800000190734863,0.0010000000474974513
0.07741589635610581,0.9800000190734863,0.0010000000474974513
0.0803205844759941,0.9750000238418579,0.0010000000474974513
0.06928496420383454,0.9800000190734863,0.0010000000474974513
0.05804540693759918,0.9900000095367432,0.0010000000474974513
0.05847309872508049,0.9800000190734863,0.0010000000474974513
0.051360989063978194,0.9850000143051147,0.0010000000474974513
0.06328051328659058,0.9800000190734863,0.0010000000474974513
0.08496425271034241,0.9850000143051147,0.0010000000474974513
0.1420089802145958,0.949999988079071,0.0010000000474974513
0.10463664293289185,0.9599999785423279,0.0010000000474974513
0.11699392527341843,0.949999988079071,0.0010000000474974513
0.08081424072384834,0.9750000238418579,0.0010000000474974513
0.06411472320556641,0.9850000143051147,0.0010000000474974513
0.055240084826946256,0.9850000143051147,0.0010000000474974513
0.060911337435245516,0.9850000143051147,0.0010000000474974513
0.06099137619137764,0.9850000143051147,0.0010000000474974513
0.04317205667495728,0.9850000143051147,0.0010000000474974513
0.04465440809726715,0.9900000095367432,0.0010000000474974513
0.058294730186462404,0.9800000190734863,0.0010000000474974513
0.05498231768608093,0.9900000095367432,0.0010000000474974513
0.052962216138839724,0.9850000143051147,0.0010000000474974513
0.2530024141073227,0.9100000262260437,0.0010000000474974513
0.2112462329864502,0.925000011920929,0.0010000000474974513
0.20780391931533815,0.9350000023841858,0.0010000000474974513
0.23246109187602998,0.925000011920929,0.0010000000474974513
0.27654451280832293,0.9150000214576721,0.0010000000474974513
0.12006810426712036,0.9599999785423279,0.0010000000474974513
0.17517210721969603,0.925000011920929,0.0010000000474974513
0.09962943598628043,0.9649999737739563,0.0010000000474974513
0.1391569684445858,0.949999988079071,0.0010000000474974513
0.09147195905447006,0.9700000286102295,0.0010000000474974513
0.06860809803009033,0.9900000095367432,0.0010000000474974513
0.05080843538045883,0.9900000095367432,0.0010000000474974513
0.04423828858882189,0.9900000095367432,0.0010000000474974513
0.05426796197891235,0.9750000238418579,0.0010000000474974513
0.053938601016998294,0.9900000095367432,0.0010000000474974513
0.0663602751493454,0.9700000286102295,0.0010000000474974513
0.08707056537270547,0.9649999737739563,0.0010000000474974513
0.06246078535914421,0.9850000143051147,0.0010000000474974513
0.0638506293296814,0.9750000238418579,0.0010000000474974513
0.05032084599137306,0.9800000190734863,0.0010000000474974513
0.09338920891284942,0.9700000286102295,0.0010000000474974513
0.08352530241012573,0.9700000286102295,0.0010000000474974513
0.09157583996653557,0.9700000286102295,0.0010000000474974513
0.06158894062042236,0.9850000143051147,0.0010000000474974513
0.03904936358332634,0.9900000095367432,0.0010000000474974513
0.06088222682476044,0.9850000143051147,0.0010000000474974513
0.04871942579746246,0.9850000143051147,0.0010000000474974513
0.08995851993560791,0.9800000190734863,0.0010000000474974513
0.13669343769550324,0.949999988079071,0.0010000000474974513
0.08753483474254609,0.9750000238418579,0.0010000000474974513
0.06430642634630203,0.9700000286102295,0.0010000000474974513
0.06964542478322983,0.9649999737739563,0.0010000000474974513
0.062499165534973145,0.9750000238418579,0.0010000000474974513
0.07125468313694,0.9649999737739563,0.0010000000474974513
0.09326497793197631,0.9549999833106995,0.0010000000474974513
0.05259689077734947,0.9850000143051147,0.0010000000474974513
0.07737124532461166,0.9800000190734863,0.0010000000474974513
0.04760982573032379,0.9850000143051147,0.0010000000474974513
0.04382939547300339,0.9900000095367432,0.0010000000474974513
0.13954334527254106,0.949999988079071,0.0010000000474974513
0.0762971305847168,0.9800000190734863,0.0010000000474974513
0.04033935517072677,0.9900000095367432,0.0010000000474974513
